dorm_id,timestamp,energy_kwh,outdoor_temp_c,indoor_temp_c,occupancy_flag,ac_on_flag,is_weekend,intervention_flag
TJ_SIPING_B3_0612,2026-07-13 00:00:00,0.742,33.0,22.5,1,1,0,0
TJ_SIPING_B3_0612,2026-07-13 01:00:00,0.58,30.8,23.0,1,1,0,0
TJ_SIPING_B3_0612,2026-07-13 02:00:00,0.528,30.3,24.4,1,1,0,0
TJ_SIPING_B3_0612,2026-07-13 03:00:00,0.057,30.4,29.4,1,0,0,0
TJ_SIPING_B3_0612,2026-07-13 04:00:00,0.369,28.2,23.4,0,1,0,0
TJ_SIPING_B3_0612,2026-07-13 05:00:00,0.41,27.4,25.0,1,1,0,0
TJ_SIPING_B3_0612,2026-07-13 06:00:00,0.061,26.8,25.1,1,0,0,0
TJ_SIPING_B3_0612,2026-07-13 07:00:00,0.402,26.4,23.9,1,1,0,0
TJ_SIPING_B3_0612,2026-07-13 08:00:00,0.411,26.8,24.4,1,1,0,0
TJ_SIPING_B3_0612,2026-07-13 09:00:00,0.067,27.8,28.3,0,0,0,0
TJ_SIPING_B3_0612,2026-07-13 10:00:00,0.041,27.5,26.4,0,0,0,0
TJ_SIPING_B3_0612,2026-07-13 11:00:00,0.047,27.6,27.3,0,0,0,0
TJ_SIPING_B3_0612,2026-07-13 12:00:00,0.488,29.0,24.0,1,1,0,0
TJ_SIPING_B3_0612,2026-07-13 13:00:00,0.473,29.3,23.7,0,1,0,0
TJ_SIPING_B3_0612,2026-07-13 14:00:00,0.601,31.3,24.6,1,1,0,0
TJ_SIPING_B3_0612,2026-07-13 15:00:00,0.657,32.1,24.8,1,1,0,0
TJ_SIPING_B3_0612,2026-07-13 16:00:00,0.05,33.0,32.6,0,0,0,0
TJ_SIPING_B3_0612,2026-07-13 17:00:00,0.68,32.7,22.7,0,1,0,0
TJ_SIPING_B3_0612,2026-07-13 18:00:00,0.768,33.8,24.1,1,1,0,0
TJ_SIPING_B3_0612,2026-07-13 19:00:00,0.747,33.9,24.3,1,1,0,0
TJ_SIPING_B3_0612,2026-07-13 20:00:00,0.787,34.0,24.1,1,1,0,0
TJ_SIPING_B3_0612,2026-07-13 21:00:00,0.822,35.2,24.0,1,1,0,0
TJ_SIPING_B3_0612,2026-07-13 22:00:00,0.075,33.7,31.4,1,0,0,0
TJ_SIPING_B3_0612,2026-07-13 23:00:00,0.73,33.3,24.0,1,1,0,0
TJ_SIPING_B3_0612,2026-07-14 00:00:00,0.645,31.9,24.0,1,1,0,0
TJ_SIPING_B3_0612,2026-07-14 01:00:00,0.576,30.4,24.2,1,1,0,0
TJ_SIPING_B3_0612,2026-07-14 02:00:00,0.625,31.2,23.7,1,1,0,0
TJ_SIPING_B3_0612,2026-07-14 03:00:00,0.487,29.8,24.4,1,1,0,0
TJ_SIPING_B3_0612,2026-07-14 04:00:00,0.508,29.6,23.6,1,1,0,0
TJ_SIPING_B3_0612,2026-07-14 05:00:00,0.489,28.7,24.1,1,1,0,0
TJ_SIPING_B3_0612,2026-07-14 06:00:00,0.435,27.4,24.0,1,1,0,0
TJ_SIPING_B3_0612,2026-07-14 07:00:00,0.448,27.2,24.0,1,1,0,0
TJ_SIPING_B3_0612,2026-07-14 08:00:00,0.058,26.4,25.3,0,0,0,0
TJ_SIPING_B3_0612,2026-07-14 09:00:00,0.426,27.0,24.1,0,1,0,0
TJ_SIPING_B3_0612,2026-07-14 10:00:00,0.366,27.2,24.2,0,1,0,0
TJ_SIPING_B3_0612,2026-07-14 11:00:00,0.414,28.4,24.0,1,1,0,0
TJ_SIPING_B3_0612,2026-07-14 12:00:00,0.446,28.8,23.6,1,1,0,0
TJ_SIPING_B3_0612,2026-07-14 13:00:00,0.059,29.1,27.1,0,0,0,0
TJ_SIPING_B3_0612,2026-07-14 14:00:00,0.058,31.5,31.0,1,0,0,0
TJ_SIPING_B3_0612,2026-07-14 15:00:00,0.606,31.1,24.2,0,1,0,0
TJ_SIPING_B3_0612,2026-07-14 16:00:00,0.647,33.1,24.1,0,1,0,0
TJ_SIPING_B3_0612,2026-07-14 17:00:00,0.768,33.5,25.0,1,1,0,0
TJ_SIPING_B3_0612,2026-07-14 18:00:00,0.752,33.6,23.1,1,1,0,0
TJ_SIPING_B3_0612,2026-07-14 19:00:00,0.817,34.1,24.0,1,1,0,0
TJ_SIPING_B3_0612,2026-07-14 20:00:00,0.852,34.4,23.8,1,1,0,0
TJ_SIPING_B3_0612,2026-07-14 21:00:00,0.843,35.6,24.0,1,1,0,0
TJ_SIPING_B3_0612,2026-07-14 22:00:00,0.797,34.2,23.6,1,1,0,0
TJ_SIPING_B3_0612,2026-07-14 23:00:00,0.032,33.9,32.5,0,0,0,0
TJ_SIPING_B3_0612,2026-07-15 00:00:00,0.732,33.7,24.0,1,1,0,0
TJ_SIPING_B3_0612,2026-07-15 01:00:00,0.66,32.5,24.5,1,1,0,0
TJ_SIPING_B3_0612,2026-07-15 02:00:00,0.555,30.3,23.5,1,1,0,0
TJ_SIPING_B3_0612,2026-07-15 03:00:00,0.559,30.3,24.1,1,1,0,0
TJ_SIPING_B3_0612,2026-07-15 04:00:00,0.457,28.3,24.2,1,1,0,0
TJ_SIPING_B3_0612,2026-07-15 05:00:00,0.432,26.8,23.5,0,1,0,0
TJ_SIPING_B3_0612,2026-07-15 06:00:00,0.447,25.5,23.7,1,1,0,0
TJ_SIPING_B3_0612,2026-07-15 07:00:00,0.502,27.6,24.2,1,1,0,0
TJ_SIPING_B3_0612,2026-07-15 08:00:00,0.462,25.8,24.6,1,1,0,0
TJ_SIPING_B3_0612,2026-07-15 09:00:00,0.37,28.4,23.8,0,1,0,0
TJ_SIPING_B3_0612,2026-07-15 10:00:00,0.063,27.0,24.5,0,0,0,0
TJ_SIPING_B3_0612,2026-07-15 11:00:00,0.424,28.1,24.7,0,1,0,0
TJ_SIPING_B3_0612,2026-07-15 12:00:00,0.065,28.6,27.8,0,0,0,0
TJ_SIPING_B3_0612,2026-07-15 13:00:00,0.599,30.4,24.3,1,1,0,0
TJ_SIPING_B3_0612,2026-07-15 14:00:00,0.587,31.4,24.1,0,1,0,0
TJ_SIPING_B3_0612,2026-07-15 15:00:00,0.728,33.5,24.4,1,1,0,0
TJ_SIPING_B3_0612,2026-07-15 16:00:00,0.062,32.6,31.8,0,0,0,0
TJ_SIPING_B3_0612,2026-07-15 17:00:00,0.039,34.0,33.1,0,0,0,0
TJ_SIPING_B3_0612,2026-07-15 18:00:00,0.76,32.9,24.6,1,1,0,0
TJ_SIPING_B3_0612,2026-07-15 19:00:00,0.746,34.4,24.7,1,1,0,1
TJ_SIPING_B3_0612,2026-07-15 20:00:00,0.68,34.1,24.8,1,1,0,1
TJ_SIPING_B3_0612,2026-07-15 21:00:00,0.766,34.6,24.4,1,1,0,1
TJ_SIPING_B3_0612,2026-07-15 22:00:00,0.689,33.3,24.0,1,1,0,1
TJ_SIPING_B3_0612,2026-07-15 23:00:00,0.733,33.1,23.9,1,1,0,0
TJ_SIPING_B3_0612,2026-07-16 00:00:00,0.74,33.4,23.6,1,1,0,0
TJ_SIPING_B3_0612,2026-07-16 01:00:00,0.523,30.4,24.8,1,1,0,0
TJ_SIPING_B3_0612,2026-07-16 02:00:00,0.566,31.6,24.3,1,1,0,0
TJ_SIPING_B3_0612,2026-07-16 03:00:00,0.574,30.7,24.6,1,1,0,0
TJ_SIPING_B3_0612,2026-07-16 04:00:00,0.517,29.9,23.5,1,1,0,0
TJ_SIPING_B3_0612,2026-07-16 05:00:00,0.428,27.4,23.9,1,1,0,0
TJ_SIPING_B3_0612,2026-07-16 06:00:00,0.449,27.8,23.8,1,1,0,0
TJ_SIPING_B3_0612,2026-07-16 07:00:00,0.069,26.6,26.3,1,0,0,0
TJ_SIPING_B3_0612,2026-07-16 08:00:00,0.353,27.4,23.0,0,1,0,0
TJ_SIPING_B3_0612,2026-07-16 09:00:00,0.063,26.2,25.6,0,0,0,0
TJ_SIPING_B3_0612,2026-07-16 10:00:00,0.376,27.3,24.2,0,1,0,0
TJ_SIPING_B3_0612,2026-07-16 11:00:00,0.05,26.7,26.0,0,0,0,0
TJ_SIPING_B3_0612,2026-07-16 12:00:00,0.495,28.9,23.9,0,1,0,0
TJ_SIPING_B3_0612,2026-07-16 13:00:00,0.556,29.8,24.4,0,1,0,0
TJ_SIPING_B3_0612,2026-07-16 14:00:00,0.583,30.7,24.6,0,1,0,0
TJ_SIPING_B3_0612,2026-07-16 15:00:00,0.061,32.1,29.9,0,0,0,0
TJ_SIPING_B3_0612,2026-07-16 16:00:00,0.698,32.6,24.1,1,1,0,0
TJ_SIPING_B3_0612,2026-07-16 17:00:00,0.067,33.6,34.0,0,0,0,0
TJ_SIPING_B3_0612,2026-07-16 18:00:00,0.787,34.1,24.3,1,1,0,0
TJ_SIPING_B3_0612,2026-07-16 19:00:00,0.806,34.3,24.1,1,1,0,0
TJ_SIPING_B3_0612,2026-07-16 20:00:00,0.808,34.3,24.3,1,1,0,0
TJ_SIPING_B3_0612,2026-07-16 21:00:00,0.811,35.1,23.8,1,1,0,0
TJ_SIPING_B3_0612,2026-07-16 22:00:00,0.048,33.2,33.9,0,0,0,0
TJ_SIPING_B3_0612,2026-07-16 23:00:00,0.698,32.4,24.7,1,1,0,0
TJ_SIPING_B3_0612,2026-07-17 00:00:00,0.034,33.8,32.6,0,0,0,0
TJ_SIPING_B3_0612,2026-07-17 01:00:00,0.67,32.1,24.7,1,1,0,0
TJ_SIPING_B3_0612,2026-07-17 02:00:00,0.582,30.3,24.7,1,1,0,0
TJ_SIPING_B3_0612,2026-07-17 03:00:00,0.561,30.0,24.0,1,1,0,0
TJ_SIPING_B3_0612,2026-07-17 04:00:00,0.034,28.3,26.7,0,0,0,0
TJ_SIPING_B3_0612,2026-07-17 05:00:00,0.502,28.7,24.5,1,1,0,0
TJ_SIPING_B3_0612,2026-07-17 06:00:00,0.431,27.5,23.5,1,1,0,0
TJ_SIPING_B3_0612,2026-07-17 07:00:00,0.39,25.9,23.8,1,1,0,0
TJ_SIPING_B3_0612,2026-07-17 08:00:00,0.062,27.4,26.9,0,0,0,0
TJ_SIPING_B3_0612,2026-07-17 09:00:00,0.049,27.1,25.0,0,0,0,0
TJ_SIPING_B3_0612,2026-07-17 10:00:00,0.061,27.3,26.4,0,0,0,0
TJ_SIPING_B3_0612,2026-07-17 11:00:00,0.476,28.7,24.3,1,1,0,0
TJ_SIPING_B3_0612,2026-07-17 12:00:00,0.053,28.2,27.3,0,0,0,0
TJ_SIPING_B3_0612,2026-07-17 13:00:00,0.498,29.9,23.1,0,1,0,0
TJ_SIPING_B3_0612,2026-07-17 14:00:00,0.532,30.4,23.9,1,1,0,0
TJ_SIPING_B3_0612,2026-07-17 15:00:00,0.045,31.6,30.5,0,0,0,0
TJ_SIPING_B3_0612,2026-07-17 16:00:00,0.717,32.8,24.7,1,1,0,0
TJ_SIPING_B3_0612,2026-07-17 17:00:00,0.065,33.8,34.3,0,0,0,0
TJ_SIPING_B3_0612,2026-07-17 18:00:00,0.733,34.1,23.3,1,1,0,0
TJ_SIPING_B3_0612,2026-07-17 19:00:00,0.869,35.4,23.5,1,1,0,0
TJ_SIPING_B3_0612,2026-07-17 20:00:00,0.873,35.4,24.2,1,1,0,0
TJ_SIPING_B3_0612,2026-07-17 21:00:00,0.749,35.2,23.9,0,1,0,0
TJ_SIPING_B3_0612,2026-07-17 22:00:00,0.762,34.2,24.0,0,1,0,0
TJ_SIPING_B3_0612,2026-07-17 23:00:00,0.784,33.7,23.5,1,1,0,0
TJ_SIPING_B3_0612,2026-07-18 00:00:00,0.755,32.9,23.5,1,1,1,0
TJ_SIPING_B3_0612,2026-07-18 01:00:00,0.046,31.1,30.5,0,0,1,0
TJ_SIPING_B3_0612,2026-07-18 02:00:00,0.072,30.2,28.1,1,0,1,0
TJ_SIPING_B3_0612,2026-07-18 03:00:00,0.485,29.3,24.6,1,1,1,0
TJ_SIPING_B3_0612,2026-07-18 04:00:00,0.515,29.2,23.2,1,1,1,0
TJ_SIPING_B3_0612,2026-07-18 05:00:00,0.383,28.3,24.4,1,1,1,0
TJ_SIPING_B3_0612,2026-07-18 06:00:00,0.087,27.9,28.3,1,0,1,0
TJ_SIPING_B3_0612,2026-07-18 07:00:00,0.065,27.4,26.6,1,0,1,0
TJ_SIPING_B3_0612,2026-07-18 08:00:00,0.08,28.4,27.0,1,0,1,0
TJ_SIPING_B3_0612,2026-07-18 09:00:00,0.42,26.5,24.2,1,1,1,0
TJ_SIPING_B3_0612,2026-07-18 10:00:00,0.412,27.0,23.9,1,1,1,0
TJ_SIPING_B3_0612,2026-07-18 11:00:00,0.441,28.4,24.3,1,1,1,0
TJ_SIPING_B3_0612,2026-07-18 12:00:00,0.059,29.3,28.2,1,0,1,0
TJ_SIPING_B3_0612,2026-07-18 13:00:00,0.515,29.9,23.7,1,1,1,0
TJ_SIPING_B3_0612,2026-07-18 14:00:00,0.601,30.8,24.4,1,1,1,0
TJ_SIPING_B3_0612,2026-07-18 15:00:00,0.714,32.0,24.0,0,1,1,0
TJ_SIPING_B3_0612,2026-07-18 16:00:00,0.607,31.8,24.5,0,1,1,0
TJ_SIPING_B3_0612,2026-07-18 17:00:00,0.739,33.6,24.6,0,1,1,0
TJ_SIPING_B3_0612,2026-07-18 18:00:00,0.041,34.6,34.4,0,0,1,0
TJ_SIPING_B3_0612,2026-07-18 19:00:00,0.853,35.1,24.7,1,1,1,0
TJ_SIPING_B3_0612,2026-07-18 20:00:00,0.842,35.7,23.8,1,1,1,0
TJ_SIPING_B3_0612,2026-07-18 21:00:00,0.84,34.2,23.4,1,1,1,0
TJ_SIPING_B3_0612,2026-07-18 22:00:00,0.787,34.6,23.5,1,1,1,0
TJ_SIPING_B3_0612,2026-07-18 23:00:00,0.745,32.8,24.2,1,1,1,0
TJ_SIPING_B3_0612,2026-07-19 00:00:00,0.732,33.4,24.3,1,1,1,0
TJ_SIPING_B3_0612,2026-07-19 01:00:00,0.588,31.3,23.7,1,1,1,0
TJ_SIPING_B3_0612,2026-07-19 02:00:00,0.606,30.8,23.7,1,1,1,0
TJ_SIPING_B3_0612,2026-07-19 03:00:00,0.069,29.5,28.5,1,0,1,0
TJ_SIPING_B3_0612,2026-07-19 04:00:00,0.091,28.5,29.2,1,0,1,0
TJ_SIPING_B3_0612,2026-07-19 05:00:00,0.463,28.9,24.5,1,1,1,0
TJ_SIPING_B3_0612,2026-07-19 06:00:00,0.378,26.9,24.4,1,1,1,0
TJ_SIPING_B3_0612,2026-07-19 07:00:00,0.296,26.4,24.5,0,1,1,0
TJ_SIPING_B3_0612,2026-07-19 08:00:00,0.424,27.6,24.8,1,1,1,0
TJ_SIPING_B3_0612,2026-07-19 09:00:00,0.085,26.8,25.5,1,0,1,0
TJ_SIPING_B3_0612,2026-07-19 10:00:00,0.333,26.6,23.8,1,1,1,0
TJ_SIPING_B3_0612,2026-07-19 11:00:00,0.43,28.2,25.0,1,1,1,0
TJ_SIPING_B3_0612,2026-07-19 12:00:00,0.496,28.3,24.7,1,1,1,0
TJ_SIPING_B3_0612,2026-07-19 13:00:00,0.562,30.3,23.7,1,1,1,0
TJ_SIPING_B3_0612,2026-07-19 14:00:00,0.565,30.7,24.0,0,1,1,0
TJ_SIPING_B3_0612,2026-07-19 15:00:00,0.628,31.0,24.1,1,1,1,0
TJ_SIPING_B3_0612,2026-07-19 16:00:00,0.06,33.1,30.2,1,0,1,0
TJ_SIPING_B3_0612,2026-07-19 17:00:00,0.758,32.9,23.8,1,1,1,0
TJ_SIPING_B3_0612,2026-07-19 18:00:00,0.722,33.3,23.0,0,1,1,0
TJ_SIPING_B3_0612,2026-07-19 19:00:00,0.884,36.0,24.1,1,1,1,0
TJ_SIPING_B3_0612,2026-07-19 20:00:00,0.028,35.4,34.8,0,0,1,0
TJ_SIPING_B3_0612,2026-07-19 21:00:00,0.88,35.5,23.9,1,1,1,0
TJ_SIPING_B3_0612,2026-07-19 22:00:00,0.778,33.7,24.3,1,1,1,0
TJ_SIPING_B3_0612,2026-07-19 23:00:00,0.809,33.9,23.6,1,1,1,0
TJ_SIPING_B3_0612,2026-07-20 00:00:00,0.697,32.2,23.8,1,1,0,0
TJ_SIPING_B3_0612,2026-07-20 01:00:00,0.67,32.6,23.5,1,1,0,0
TJ_SIPING_B3_0612,2026-07-20 02:00:00,0.583,30.4,23.8,0,1,0,0
TJ_SIPING_B3_0612,2026-07-20 03:00:00,0.582,29.8,24.1,1,1,0,0
TJ_SIPING_B3_0612,2026-07-20 04:00:00,0.473,29.2,24.4,1,1,0,0
TJ_SIPING_B3_0612,2026-07-20 05:00:00,0.416,26.8,23.8,1,1,0,0
TJ_SIPING_B3_0612,2026-07-20 06:00:00,0.08,27.0,26.7,1,0,0,0
TJ_SIPING_B3_0612,2026-07-20 07:00:00,0.408,27.6,23.6,1,1,0,0
TJ_SIPING_B3_0612,2026-07-20 08:00:00,0.055,26.3,26.1,0,0,0,0
TJ_SIPING_B3_0612,2026-07-20 09:00:00,0.374,27.5,24.4,1,1,0,0
TJ_SIPING_B3_0612,2026-07-20 10:00:00,0.079,27.4,25.8,1,0,0,0
TJ_SIPING_B3_0612,2026-07-20 11:00:00,0.434,27.5,23.4,1,1,0,0
TJ_SIPING_B3_0612,2026-07-20 12:00:00,0.065,29.0,28.1,1,0,0,0
TJ_SIPING_B3_0612,2026-07-20 13:00:00,0.042,29.9,28.8,0,0,0,0
TJ_SIPING_B3_0612,2026-07-20 14:00:00,0.058,30.0,28.6,0,0,0,0
TJ_SIPING_B3_0612,2026-07-20 15:00:00,0.779,33.6,23.8,1,1,0,0
TJ_SIPING_B3_0612,2026-07-20 16:00:00,0.758,33.8,23.5,1,1,0,0
TJ_SIPING_B3_0612,2026-07-20 17:00:00,0.724,33.1,23.3,1,1,0,0
TJ_SIPING_B3_0612,2026-07-20 18:00:00,0.777,34.5,24.2,1,1,0,0
TJ_SIPING_B3_0612,2026-07-20 19:00:00,0.732,33.8,24.5,1,1,0,1
TJ_SIPING_B3_0612,2026-07-20 20:00:00,0.762,34.8,23.5,1,1,0,1
TJ_SIPING_B3_0612,2026-07-20 21:00:00,0.666,33.7,23.8,1,1,0,1
TJ_SIPING_B3_0612,2026-07-20 22:00:00,0.079,33.5,33.5,1,0,0,1
TJ_SIPING_B3_0612,2026-07-20 23:00:00,0.751,33.3,23.8,1,1,0,0
TJ_SIPING_B3_0612,2026-07-21 00:00:00,0.72,32.9,23.7,1,1,0,0
TJ_SIPING_B3_0612,2026-07-21 01:00:00,0.686,31.0,23.3,1,1,0,0
TJ_SIPING_B3_0612,2026-07-21 02:00:00,0.603,31.5,23.1,1,1,0,0
TJ_SIPING_B3_0612,2026-07-21 03:00:00,0.038,29.5,28.1,0,0,0,0
TJ_SIPING_B3_0612,2026-07-21 04:00:00,0.084,29.5,28.9,1,0,0,0
TJ_SIPING_B3_0612,2026-07-21 05:00:00,0.068,28.2,26.3,1,0,0,0
TJ_SIPING_B3_0612,2026-07-21 06:00:00,0.072,27.3,27.0,1,0,0,0
TJ_SIPING_B3_0612,2026-07-21 07:00:00,0.417,26.9,23.3,1,1,0,0
TJ_SIPING_B3_0612,2026-07-21 08:00:00,0.04,26.2,25.5,0,0,0,0
TJ_SIPING_B3_0612,2026-07-21 09:00:00,0.036,27.0,25.6,0,0,0,0
TJ_SIPING_B3_0612,2026-07-21 10:00:00,0.045,27.0,26.2,0,0,0,0
TJ_SIPING_B3_0612,2026-07-21 11:00:00,0.422,26.6,22.9,1,1,0,0
TJ_SIPING_B3_0612,2026-07-21 12:00:00,0.041,29.1,28.7,0,0,0,0
TJ_SIPING_B3_0612,2026-07-21 13:00:00,0.046,30.2,29.4,0,0,0,0
TJ_SIPING_B3_0612,2026-07-21 14:00:00,0.065,31.0,29.6,1,0,0,0
TJ_SIPING_B3_0612,2026-07-21 15:00:00,0.086,31.7,30.0,0,0,0,0
TJ_SIPING_B3_0612,2026-07-21 16:00:00,0.685,32.9,23.5,0,1,0,0
TJ_SIPING_B3_0612,2026-07-21 17:00:00,0.731,33.3,24.4,1,1,0,0
TJ_SIPING_B3_0612,2026-07-21 18:00:00,0.847,34.6,24.1,1,1,0,0
TJ_SIPING_B3_0612,2026-07-21 19:00:00,0.05,34.8,34.0,0,0,0,0
TJ_SIPING_B3_0612,2026-07-21 20:00:00,0.752,33.5,23.9,1,1,0,0
TJ_SIPING_B3_0612,2026-07-21 21:00:00,0.708,33.5,24.8,1,1,0,0
TJ_SIPING_B3_0612,2026-07-21 22:00:00,0.816,34.2,23.5,1,1,0,0
TJ_SIPING_B3_0612,2026-07-21 23:00:00,0.057,33.0,32.5,1,0,0,0
TJ_SIPING_B3_0612,2026-07-22 00:00:00,0.695,32.6,24.1,1,1,0,0
TJ_SIPING_B3_0612,2026-07-22 01:00:00,0.573,31.6,24.1,1,1,0,0
TJ_SIPING_B3_0612,2026-07-22 02:00:00,0.518,30.2,24.3,1,1,0,0
TJ_SIPING_B3_0612,2026-07-22 03:00:00,0.53,29.6,23.7,1,1,0,0
TJ_SIPING_B3_0612,2026-07-22 04:00:00,0.391,28.2,23.5,1,1,0,0
TJ_SIPING_B3_0612,2026-07-22 05:00:00,0.403,28.1,23.9,1,1,0,0
TJ_SIPING_B3_0612,2026-07-22 06:00:00,0.071,27.6,27.8,1,0,0,0
TJ_SIPING_B3_0612,2026-07-22 07:00:00,0.334,27.7,23.2,1,1,0,0
TJ_SIPING_B3_0612,2026-07-22 08:00:00,0.06,26.6,25.6,0,0,0,0
TJ_SIPING_B3_0612,2026-07-22 09:00:00,0.404,26.7,23.9,0,1,0,0
TJ_SIPING_B3_0612,2026-07-22 10:00:00,0.038,27.3,24.8,0,0,0,0
TJ_SIPING_B3_0612,2026-07-22 11:00:00,0.046,28.5,28.6,0,0,0,0
TJ_SIPING_B3_0612,2026-07-22 12:00:00,0.051,28.6,26.0,0,0,0,0
TJ_SIPING_B3_0612,2026-07-22 13:00:00,0.485,29.3,23.8,1,1,0,0
TJ_SIPING_B3_0612,2026-07-22 14:00:00,0.069,29.6,28.0,1,0,0,0
TJ_SIPING_B3_0612,2026-07-22 15:00:00,0.036,31.7,30.1,0,0,0,0
TJ_SIPING_B3_0612,2026-07-22 16:00:00,0.038,31.7,29.1,0,0,0,0
TJ_SIPING_B3_0612,2026-07-22 17:00:00,0.782,34.2,23.8,0,1,0,0
TJ_SIPING_B3_0612,2026-07-22 18:00:00,0.796,34.4,24.6,1,1,0,0
TJ_SIPING_B3_0612,2026-07-22 19:00:00,0.851,35.0,24.5,1,1,0,0
TJ_SIPING_B3_0612,2026-07-22 20:00:00,0.847,34.4,23.9,1,1,0,0
TJ_SIPING_B3_0612,2026-07-22 21:00:00,0.885,35.0,24.3,1,1,0,0
TJ_SIPING_B3_0612,2026-07-22 22:00:00,0.745,33.3,23.9,1,1,0,0
TJ_SIPING_B3_0612,2026-07-22 23:00:00,0.757,33.7,24.5,1,1,0,0
TJ_SIPING_B3_0612,2026-07-23 00:00:00,0.658,32.4,23.6,1,1,0,0
TJ_SIPING_B3_0612,2026-07-23 01:00:00,0.599,30.9,23.3,1,1,0,0
TJ_SIPING_B3_0612,2026-07-23 02:00:00,0.577,30.3,24.2,1,1,0,0
TJ_SIPING_B3_0612,2026-07-23 03:00:00,0.543,29.9,24.2,1,1,0,0
TJ_SIPING_B3_0612,2026-07-23 04:00:00,0.065,28.0,27.6,1,0,0,0
TJ_SIPING_B3_0612,2026-07-23 05:00:00,0.416,26.9,24.5,1,1,0,0
TJ_SIPING_B3_0612,2026-07-23 06:00:00,0.422,27.3,24.1,1,1,0,0
TJ_SIPING_B3_0612,2026-07-23 07:00:00,0.454,27.6,24.2,1,1,0,0
TJ_SIPING_B3_0612,2026-07-23 08:00:00,0.044,26.6,26.1,0,0,0,0
TJ_SIPING_B3_0612,2026-07-23 09:00:00,0.061,26.7,25.2,0,0,0,0
TJ_SIPING_B3_0612,2026-07-23 10:00:00,0.043,26.9,26.7,0,0,0,0
TJ_SIPING_B3_0612,2026-07-23 11:00:00,0.048,27.3,24.8,0,0,0,0
TJ_SIPING_B3_0612,2026-07-23 12:00:00,0.595,29.9,23.1,1,1,0,0
TJ_SIPING_B3_0612,2026-07-23 13:00:00,0.056,28.6,26.9,0,0,0,0
TJ_SIPING_B3_0612,2026-07-23 14:00:00,0.042,30.9,30.5,0,0,0,0
TJ_SIPING_B3_0612,2026-07-23 15:00:00,0.049,30.3,29.9,0,0,0,0
TJ_SIPING_B3_0612,2026-07-23 16:00:00,0.07,32.6,30.8,0,0,0,0
TJ_SIPING_B3_0612,2026-07-23 17:00:00,0.066,33.3,31.8,0,0,0,0
TJ_SIPING_B3_0612,2026-07-23 18:00:00,0.791,33.5,23.4,1,1,0,0
TJ_SIPING_B3_0612,2026-07-23 19:00:00,0.723,33.5,24.0,1,1,0,0
TJ_SIPING_B3_0612,2026-07-23 20:00:00,0.08,35.3,34.2,1,0,0,0
TJ_SIPING_B3_0612,2026-07-23 21:00:00,0.875,34.8,24.2,1,1,0,0
TJ_SIPING_B3_0612,2026-07-23 22:00:00,0.734,33.9,23.8,0,1,0,0
TJ_SIPING_B3_0612,2026-07-23 23:00:00,0.759,33.3,24.1,1,1,0,0
TJ_SIPING_B3_0612,2026-07-24 00:00:00,0.592,31.1,23.5,1,1,0,0
TJ_SIPING_B3_0612,2026-07-24 01:00:00,0.588,31.0,23.8,1,1,0,0
TJ_SIPING_B3_0612,2026-07-24 02:00:00,0.502,30.6,24.4,1,1,0,0
TJ_SIPING_B3_0612,2026-07-24 03:00:00,0.48,30.0,23.9,0,1,0,0
TJ_SIPING_B3_0612,2026-07-24 04:00:00,0.419,27.8,24.3,1,1,0,0
TJ_SIPING_B3_0612,2026-07-24 05:00:00,0.07,27.4,25.9,1,0,0,0
TJ_SIPING_B3_0612,2026-07-24 06:00:00,0.431,26.4,24.2,1,1,0,0
TJ_SIPING_B3_0612,2026-07-24 07:00:00,0.44,26.9,23.9,1,1,0,0
TJ_SIPING_B3_0612,2026-07-24 08:00:00,0.06,26.5,24.9,0,0,0,0
TJ_SIPING_B3_0612,2026-07-24 09:00:00,0.367,26.5,24.8,0,1,0,0
TJ_SIPING_B3_0612,2026-07-24 10:00:00,0.031,26.4,23.1,0,0,0,0
TJ_SIPING_B3_0612,2026-07-24 11:00:00,0.045,28.0,27.2,0,0,0,0
TJ_SIPING_B3_0612,2026-07-24 12:00:00,0.048,28.8,27.9,0,0,0,0
TJ_SIPING_B3_0612,2026-07-24 13:00:00,0.445,28.2,24.2,1,1,0,0
TJ_SIPING_B3_0612,2026-07-24 14:00:00,0.034,30.9,29.3,0,0,0,0
TJ_SIPING_B3_0612,2026-07-24 15:00:00,0.05,31.6,31.3,0,0,0,0
TJ_SIPING_B3_0612,2026-07-24 16:00:00,0.059,32.3,32.7,0,0,0,0
TJ_SIPING_B3_0612,2026-07-24 17:00:00,0.763,34.2,24.0,0,1,0,0
TJ_SIPING_B3_0612,2026-07-24 18:00:00,0.033,34.7,34.9,0,0,0,0
TJ_SIPING_B3_0612,2026-07-24 19:00:00,0.725,33.5,23.8,0,1,0,0
TJ_SIPING_B3_0612,2026-07-24 20:00:00,0.848,34.9,24.1,1,1,0,0
TJ_SIPING_B3_0612,2026-07-24 21:00:00,0.775,34.0,24.6,1,1,0,0
TJ_SIPING_B3_0612,2026-07-24 22:00:00,0.812,34.7,24.6,1,1,0,0
TJ_SIPING_B3_0612,2026-07-24 23:00:00,0.706,33.0,24.1,1,1,0,0
TJ_SIPING_B3_0612,2026-07-25 00:00:00,0.66,32.1,24.1,1,1,1,0
TJ_SIPING_B3_0612,2026-07-25 01:00:00,0.595,31.1,24.1,1,1,1,0
